,MAKE,YEAR,MODEL,TRIM,BODY
0,Mini,2021,Convertible,Cooper S,Convertible
1,Mini,2021,Convertible,Cooper S,Convertible
2,Mini,2021,Hardtop 2 Door,Cooper,Hatchback
3,Mini,2021,Hardtop 2 Door,Cooper SE,Hatchback
4,Mini,2021,Hardtop 4 Door,Cooper S,Hatchback
5,Porsche,2021,Cayenne,S,SUV
6,Porsche,2021,Cayenne,NULL,SUV
7,RAM,2021,1500,Tradesman,Ext. Cab Pickup
8,RAM,2021,ProMaster 2500 Cargo,Cargo High Roof 159WB,Cargo Van
9,RAM,2021,ProMaster 3500 Cargo,High Roof 159WB,Cargo Van
10,RAM,2021,Promaster City,Cargo Tradesman,Cargo Van
11,RAM,2021,Promaster City,Wagon SLT,Passenger Van
12,Subaru,2021,Ascent,Premium 8- Passenger,SUV
13,Subaru,2021,Ascent,Premium 7- Passenger,SUV
14,Subaru,2021,Ascent,8- Passenger,SUV
15,Subaru,2021,Ascent,Touring 7- Passenger,SUV
16,Subaru,2021,Ascent,Limited 8- Passenger,SUV
17,Subaru,2021,Ascent,Limited 7-Passenger,SUV
18,Subaru,2021,Crosstrek,Limited,CUV
19,Subaru,2021,Crosstrek,Sport,CUV
20,Subaru,2021,Crosstrek,Premium,CUV
21,Subaru,2021,Crosstrek,Base,CUV
22,Subaru,2021,Forester,2.5i Sport,CUV
23,Subaru,2021,Forester,2.5i Touring,CUV
24,Subaru,2021,Forester,2.5i Premium,CUV
25,Subaru,2021,Forester,2.5i,CUV
26,Subaru,2021,Forester,2.5i Limited,CUV
27,Subaru,2021,Impreza,2.0i Sport,Sedan
28,Subaru,2021,Impreza,2.0i Sport,Hatchback
29,Subaru,2021,Impreza,2.0i Sport,Hatchback
30,Subaru,2021,Impreza,2.0i Limited,Sedan
31,Subaru,2021,Impreza,2.0i Limited,Hatchback
32,Subaru,2021,Impreza,2.0i,Sedan
33,Subaru,2021,Impreza,2.0i,Hatchback
34,Subaru,2021,Impreza,Premium,Sedan
35,Subaru,2021,Impreza,Premium,Hatchback
36,Subaru,2021,Legacy,2.4T Touring XT,Sedan
37,Subaru,2021,Legacy,2.4T Limited XT,Sedan
38,Subaru,2021,Legacy,2.5i Limited,Sedan
39,Subaru,2021,Legacy,2.5i Premium,Sedan
40,Subaru,2021,Legacy,2.5i Sport,Sedan
41,Subaru,2021,Legacy,2.5i,Sedan
42,Subaru,2021,Outback,Touring XT,Wagon
43,Subaru,2021,Outback,Limited XT,Wagon
44,Subaru,2021,Outback,2.5i Touring,Wagon
45,Subaru,2021,Outback,2.5i Limited,Wagon
46,Subaru,2021,Outback,2.5i Premium,Wagon
47,Subaru,2021,Outback,Onyx XT,Wagon
48,Subaru,2021,Outback,2.5i,Wagon
49,Toyota,2021,4Runner,SR5 Premium,SUV
50,Mini,2020,Convertible,Cooper S,Convertible
51,Mini,2020,Countryman,Cooper S,CUV
52,Mini,2020,Hardtop 2 Door,Cooper S,Hatchback
53,Mini,2020,Hardtop 2 Door,Cooper,Hatchback
54,Mini,2020,Hardtop 4 Door,Cooper,Hatchback
55,Mini,2020,Hardtop 4 Door,Cooper S,Hatchback
56,Mitsubishi,2020,Eclipse Cross,SE 1.5T S-AWC,CUV
57,Mitsubishi,2020,Eclipse Cross,LE,CUV
58,Mitsubishi,2020,Outlander,SEL 2.4,CUV
59,Mitsubishi,2020,Outlander,SE 2.4,CUV
60,Mitsubishi,2020,Outlander PHEV,GT S-AWC,CUV
61,Mitsubishi,2020,Outlander Sport,ES 2.0,CUV
62,Mitsubishi,2020,Outlander Sport,SE 2.0,CUV
63,Nissan,2020,370Z,Sport Touring,Coupe
64,Nissan,2020,370Z,Nismo,Coupe
65,Nissan,2020,Altima,2.5 SR,Sedan
66,Nissan,2020,Altima,2.5 SL,Sedan
67,Nissan,2020,Altima,2.5 Platinum,Sedan
68,Nissan,2020,Armada,Platinum,SUV
69,Nissan,2020,Armada,SV,SUV
70,Nissan,2020,Frontier,SV 4-Cylinder,Ext. Cab Pickup
71,Nissan,2020,Frontier,SV,Crew Cab Pickup
72,Nissan,2020,GT-R,Premium 50th Anniversary,Coupe
73,Nissan,2020,Kicks,SV,CUV
74,Nissan,2020,Kicks,SR,CUV
75,Nissan,2020,LEAF,S Plus,Hatchback
76,Nissan,2020,LEAF,SV,Hatchback
77,Nissan,2020,Maxima,Platinum,Sedan
78,Nissan,2020,Maxima,SR,Sedan
79,Nissan,2020,Murano,SL,CUV
80,Nissan,2020,Murano,Platinum,CUV
81,Nissan,2020,NV Passenger,SL,Passenger Van
82,Nissan,2020,NV Passenger,S V6,Passenger Van
83,Nissan,2020,NV200 Compact Cargo,SV,Cargo Van
84,Nissan,2020,NV2500 HD,SV V6,Cargo Van
85,Nissan,2020,Pathfinder,Platinum,SUV
86,Nissan,2020,Pathfinder,S,SUV
87,Nissan,2020,Rogue,SV,CUV
88,Nissan,2020,Rogue,SL,CUV
89,Nissan,2020,Rogue Sport,SL,CUV
90,Nissan,2020,Rogue Sport,SV,CUV
91,Nissan,2020,Sentra,SR,Sedan
92,Nissan,2020,Sentra,S,Sedan
93,Nissan,2020,Sentra,SV,Sedan
94,Nissan,2020,Titan,SV,Crew Cab Pickup
95,Nissan,2020,Titan,PRO-4X,Crew Cab Pickup
96,Nissan,2020,Titan XD,Platinum Reserve,Crew Cab Pickup
97,Nissan,2020,Versa,S,Sedan
98,Nissan,2020,Versa,SR,Sedan
99,Nissan,2020,Versa,SV,Sedan
100,Jeep,2021,Grand Cherokee,Overland,SUV
101,Jeep,2021,Grand Cherokee,Limited,SUV
102,Jeep,2021,Wrangler,Sport,SUV
103,Kia,2021,Forte,GT-Line,Sedan
104,Kia,2021,K5,LXS,Sedan
105,Kia,2021,K5,GT-Line,Sedan
106,Kia,2021,Sedona,LX,Minivan
107,Kia,2021,Sedona,SX,Minivan
108,Kia,2021,Seltos,EX,CUV
109,Kia,2021,Seltos,S Turbo,CUV
110,Kia,2021,Soul,GT-Line,Wagon
111,Kia,2021,Soul,S,Wagon
112,Kia,2021,Soul,X-Line,Wagon
113,Kia,2021,Sportage,S,CUV
114,Kia,2021,Sportage,EX,CUV
115,Kia,2021,Stinger,GT2,Sedan
116,Kia,2021,Stinger,GT,Sedan
117,Kia,2021,Telluride,LX,SUV
118,Kia,2021,Telluride,S,SUV
119,Lexus,2021,ES,ES 350 F Sport,Sedan
120,Lexus,2021,ES,ES 350,Sedan
121,Lexus,2021,ES,ES 250 F Sport,Sedan
122,Lexus,2021,ES Hybrid,ES 300h,Sedan
123,Lexus,2021,GX,GX460 Premium,SUV
124,Lexus,2021,LC,LC 500,Coupe
125,Lexus,2021,LC Hybrid,LC 500h,Coupe
126,Lexus,2021,LX,LX 570,SUV
127,Lexus,2021,NX,NX 300 F Sport,CUV
128,Lexus,2021,NX,NX 300,CUV
129,Lexus,2021,NX Hybrid,NX 300h Luxury,CUV
130,Lexus,2021,RX,RX 350L,CUV
131,Lexus,2021,RX,RX 350,CUV
132,Lexus,2021,RX Hybrid,RX 450hL,CUV
133,Lexus,2021,RX Hybrid,RX 450h,CUV
134,Mazda,2021,CX-30,Select Package,CUV
135,Mazda,2021,CX-9,Touring,CUV
136,Mazda,2021,MAZDA3,w/ Premium Package,Sedan
137,Mazda,2021,MAZDA3,w/ Premium Package,Hatchback
138,Mazda,2021,MAZDA3,w/ Preferred Package,Hatchback
139,Mazda,2021,MAZDA3,w/ Select Package,Sedan
140,Mazda,2021,MAZDA3,w/ Preferred Package,Sedan
141,Mercedes-Benz,2021,A-Class,AMG A35 4MATIC,Sedan
142,Mercedes-Benz,2021,A-Class,A220,Sedan
143,Mercedes-Benz,2021,CLA-Class,AMG CLA35 4MATIC,Sedan
144,Mercedes-Benz,2021,CLA-Class,CLA250,Sedan
145,Mercedes-Benz,2021,E-Class,E350,Sedan
146,Mercedes-Benz,2021,GLA-Class,GLA250,SUV
147,Mercedes-Benz,2021,GLE-Class,AMG GLE 53 Coupe,SUV
148,Mercedes-Benz,2021,GLE-Class,AMG GLE 63 S,SUV
149,Mercedes-Benz,2021,GLS-Class,GLS 580 4MATIC,SUV
150,Chevrolet,2021,Tahoe,LT,SUV
151,Chevrolet,2021,TrailBlazer,LT,CUV
152,Chevrolet,2021,TrailBlazer,RS,CUV
153,Chevrolet,2021,Trax,LT,CUV
154,Genesis,2021,G70,2.0T Elite,Sedan
155,GMC,2021,Acadia,AT4,CUV
156,GMC,2021,Acadia,Denali,CUV
157,GMC,2021,Acadia,SLE,CUV
158,GMC,2021,Canyon,Elevation,Crew Cab Pickup
159,GMC,2021,Canyon,AT4,Crew Cab Pickup
160,GMC,2021,Canyon,Elevation Standard,Ext. Cab Pickup
161,GMC,2021,Sierra 1500,SLT,Crew Cab Pickup
162,GMC,2021,Yukon,Denali,SUV
163,GMC,2021,Yukon,SLT,SUV
164,GMC,2021,Yukon XL,Denali,SUV
165,GMC,2021,Yukon XL,SLT,SUV
166,Honda,2021,Civic Hatchback,Sport,Hatchback
167,Honda,2021,Civic Hatchback,EX,Hatchback
168,Honda,2021,Insight,EX,Sedan
169,Honda,2021,Insight,Touring,Sedan
170,Honda,2021,Odyssey,Touring,Minivan
171,Honda,2021,Odyssey,LX,Minivan
172,Honda,2021,Pilot,Touring,SUV
173,Honda,2021,Pilot,EX-L,SUV
174,Hyundai,2021,Accent,Limited,Sedan
175,Hyundai,2021,Accent,SEL,Sedan
176,Hyundai,2021,Kona,SEL,CUV
177,Hyundai,2021,Kona,SE,CUV
178,Hyundai,2021,Kona,Ultimate,CUV
179,Hyundai,2021,Kona EV,Limited,CUV
180,Hyundai,2021,Palisade,SEL,SUV
181,Hyundai,2021,Palisade,Limited,SUV
182,Hyundai,2021,Sonata,SEL,Sedan
183,Hyundai,2021,Sonata,Limited,Sedan
184,Hyundai,2021,Sonata Hybrid,Limited,Sedan
185,Hyundai,2021,Tucson,Sport,CUV
186,Hyundai,2021,Tucson,SEL,CUV
187,Hyundai,2021,Veloster,NULL,Hatchback
188,Hyundai,2021,Veloster,Turbo,Hatchback
189,Hyundai,2021,Venue,SEL,CUV
190,Infiniti,2021,Q50,Red Sport 400,Sedan
191,Infiniti,2021,QX50,Sensory,CUV
192,Infiniti,2021,QX80,Luxe,SUV
193,Jaguar,2021,F-Type,P300,Coupe
194,Jaguar,2021,F-Type,P300,Roadster
195,Jaguar,2021,F-Type,R,Coupe
196,Jeep,2021,Cherokee,Altitude,SUV
197,Jeep,2021,Compass,Sport,CUV
198,Jeep,2021,Gladiator,Rubicon,Crew Cab Pickup
199,Jeep,2021,Gladiator,Overland,Crew Cab Pickup
200,Subaru,2020,Crosstrek,2.0i Limited,CUV
201,Subaru,2020,Crosstrek Hybrid,2.0i,CUV
202,Subaru,2020,Forester,Sport,CUV
203,Subaru,2020,Forester,2.5i Premium,CUV
204,Subaru,2020,Forester,2.5i Limited,CUV
205,Subaru,2020,Forester,2.5i,CUV
206,Subaru,2020,Forester,2.5i Touring,CUV
207,Subaru,2020,Impreza,2.0i Sport,Hatchback
208,Subaru,2020,Impreza,2.0i Limited,Sedan
209,Subaru,2020,Impreza,2.0i Premium,Hatchback
210,Subaru,2020,Impreza,2.0i Sport,Sedan
211,Subaru,2020,Impreza,2.0i,Sedan
212,Subaru,2020,Impreza,2.0i Premium,Sedan
213,Subaru,2020,Impreza,2.0i Limited,Hatchback
214,Subaru,2020,Impreza,2.0i Sport,Hatchback
215,Subaru,2020,Impreza,2.0i,Hatchback
216,Subaru,2020,Legacy,2.5i Limited,Sedan
217,Subaru,2020,Legacy,2.4T Touring XT,Sedan
218,Subaru,2020,Legacy,2.5i Premium,Sedan
219,Subaru,2020,Legacy,2.5i,Sedan
220,Subaru,2020,Legacy,2.5i Sport,Sedan
221,Subaru,2020,Legacy,2.4T Limited XT,Sedan
222,Subaru,2020,Outback,2.5i Touring,Wagon
223,Subaru,2020,Outback,Limited XT,Wagon
224,Subaru,2020,Outback,2.5i,Wagon
225,Subaru,2020,Outback,2.5i Premium,Wagon
226,Subaru,2020,Outback,2.5i Limited,Wagon
227,Subaru,2020,Outback,Onyx XT,Wagon
228,Subaru,2020,Outback,Touring XT,Wagon
229,Subaru,2020,WRX,STI S209,Sedan
230,Subaru,2020,WRX,Premium,Sedan
231,Subaru,2020,WRX,Premium,Sedan
232,Subaru,2020,WRX,STI,Sedan
233,Subaru,2020,WRX,STI,Sedan
234,Subaru,2020,WRX,Limited,Sedan
235,Subaru,2020,WRX,STI Limited,Sedan
236,Subaru,2020,WRX,Base,Sedan
237,Subaru,2020,WRX,STI,Sedan
238,Subaru,2020,WRX,STI Series White,Sedan
239,Subaru,2020,WRX,Series White,Sedan
240,Tesla,2020,Model 3,Long Range,Sedan
241,Tesla,2020,Model S,Long Range,Sedan
242,Tesla,2020,Model X,Long Range,SUV
243,Tesla,2020,Model Y,Long Range,CUV
244,Toyota,2020,4Runner,Limited,SUV
245,Toyota,2020,4Runner,SR5 Premium,SUV
246,Toyota,2020,86,Hakone Edition,Coupe
247,Toyota,2020,86,GT,Coupe
248,Toyota,2020,Avalon,Touring,Sedan
249,Toyota,2020,Avalon,Limited,Sedan
250,Mercedes-Benz,2020,AMG GT,NULL,Coupe
251,Mercedes-Benz,2020,AMG GT,NULL,Roadster
252,Mercedes-Benz,2020,AMG GT,AMG GT 63,Sedan
253,Mercedes-Benz,2020,AMG GT,AMG GT 53,Sedan
254,Mercedes-Benz,2020,C-Class,C300,Convertible
255,Mercedes-Benz,2020,C-Class,AMG C 43,Convertible
256,Mercedes-Benz,2020,C-Class,AMG C63 S,Coupe
257,Mercedes-Benz,2020,C-Class,AMG C 43,Sedan
258,Mercedes-Benz,2020,C-Class,C300 4MATIC,Coupe
259,Mercedes-Benz,2020,C-Class,C300,Sedan
260,Mercedes-Benz,2020,CLA-Class,CLA250,Sedan
261,Mercedes-Benz,2020,CLA-Class,AMG CLA35 4MATIC,Sedan
262,Mercedes-Benz,2020,CLA-Class,AMG CLA45,Sedan
263,Mercedes-Benz,2020,CLS-Class,AMG CLS53,Sedan
264,Mercedes-Benz,2020,CLS-Class,CLS450,Sedan
265,Mercedes-Benz,2020,E-Class,AMG E 53,Convertible
266,Mercedes-Benz,2020,E-Class,E450 4MATIC,Sedan
267,Mercedes-Benz,2020,E-Class,AMG E 63 S,Sedan
268,Mercedes-Benz,2020,E-Class,AMG E 53,Coupe
269,Mercedes-Benz,2020,E-Class,E450 4MATIC,Wagon
270,Mercedes-Benz,2020,E-Class,E450,Convertible
271,Mercedes-Benz,2020,E-Class,E450,Coupe
272,Mercedes-Benz,2020,G-Class,G63 AMG,SUV
273,Mercedes-Benz,2020,GLA-Class,GLA250,SUV
274,Mercedes-Benz,2020,GLB-Class,GLB250,CUV
275,Mercedes-Benz,2020,GLC-Class,GLC 300 4MATIC,SUV
276,Mercedes-Benz,2020,GLC-Class,GLC 300 Coupe 4MATIC,CUV
277,Mercedes-Benz,2020,GLC-Class,AMG GLC 63 S Coupe,CUV
278,Mercedes-Benz,2020,GLC-Class,AMG GLC 43,SUV
279,Mercedes-Benz,2020,GLC-Class,GLC 350e 4MATIC,SUV
280,Mercedes-Benz,2020,GLE-Class,GLE 350 4MATIC,SUV
281,Mercedes-Benz,2020,GLE-Class,GLE 450 4MATIC,SUV
282,Mercedes-Benz,2020,GLS-Class,GLS 450 4MATIC,SUV
283,Mercedes-Benz,2020,GLS-Class,GLS 580 4MATIC,SUV
284,Mercedes-Benz,2020,Metris Cargo Van,NULL,Cargo Van
285,Mercedes-Benz,2020,S-Class,S450,Sedan
286,Mercedes-Benz,2020,S-Class,S560 4MATIC,Sedan
287,Mercedes-Benz,2020,S-Class,AMG S63,Sedan
288,Mercedes-Benz,2020,S-Class,Maybach S560 4MATIC,Sedan
289,Mercedes-Benz,2020,S-Class,S560 4MATIC,Coupe
290,Mercedes-Benz,2020,S-Class,S560 Cabriolet,Convertible
291,Mercedes-Benz,2020,SL-Class,SL450,Roadster
292,Mercedes-Benz,2020,SL-Class,SL550,Roadster
293,Mercedes-Benz,2020,SLC-Class,SLC43 AMG,Roadster
294,Mercedes-Benz,2020,SLC-Class,SLC300,Roadster
295,Mercedes-Benz,2020,Sprinter 2500 Cargo,High Roof 144,Cargo Van
296,Mercedes-Benz,2020,Sprinter 2500 Passenger,High Roof 144 WB,Passenger Van
297,Mini,2020,Clubman,Cooper S,Hatchback
298,Mini,2020,Clubman,John Cooper Works    ALL4,Hatchback
299,Mini,2020,Convertible,Cooper S,Convertible
300,Hyundai,2020,Tucson,SEL,CUV
301,Hyundai,2020,Veloster,NULL,Hatchback
302,Hyundai,2020,Veloster,N,Hatchback
303,Hyundai,2020,Veloster,Turbo,Hatchback
304,Hyundai,2020,Venue,SEL,CUV
305,Infiniti,2020,Q50,3.0t LUXE,Sedan
306,Infiniti,2020,Q50,3.0t Sport,Sedan
307,Infiniti,2020,Q60,Red Sport 400,Coupe
308,Infiniti,2020,Q60,3.0t LUXE,Coupe
309,Infiniti,2020,QX50,Essential,CUV
310,Infiniti,2020,QX50,Luxe,CUV
311,Infiniti,2020,QX60,Pure,CUV
312,Infiniti,2020,QX60,Luxe,CUV
313,Infiniti,2020,QX80,Luxe,SUV
314,Jaguar,2020,E-Pace,SE,SUV
315,Jaguar,2020,E-Pace,NULL,SUV
316,Jaguar,2020,F-Pace,S,SUV
317,Jaguar,2020,F-Pace,25t Prestige,SUV
318,Jaguar,2020,F-Type,Checkered Flag LE,Roadster
319,Jaguar,2020,F-Type,P300,Coupe
320,Jaguar,2020,F-Type,R-Dynamic,Coupe
321,Jaguar,2020,F-Type,P300,Roadster
322,Jaguar,2020,I-Pace,EV400 HSE,CUV
323,Jaguar,2020,I-Pace,EV400 SE,CUV
324,Jaguar,2020,XE,S,Sedan
325,Jaguar,2020,XE,R-Dynamic S,Sedan
326,Jaguar,2020,XF,30t Prestige,Sedan
327,Jaguar,2020,XF Sportbrake,S,Wagon
328,Jeep,2020,Cherokee,Trailhawk Elite,SUV
329,Jeep,2020,Cherokee,Limited,SUV
330,Jeep,2020,Compass,Sport,CUV
331,Jeep,2020,Compass,Latitude,CUV
332,Jeep,2020,Compass,Altitude,CUV
333,Jeep,2020,Compass,Trailhawk,CUV
334,Jeep,2020,Gladiator,Overland,Crew Cab Pickup
335,Jeep,2020,Gladiator,Rubicon,Crew Cab Pickup
336,Jeep,2020,Gladiator,Sport S,Crew Cab Pickup
337,Jeep,2020,Grand Cherokee,Overland,SUV
338,Jeep,2020,Grand Cherokee,Limited,SUV
339,Jeep,2020,Grand Cherokee,Trailhawk,SUV
340,Jeep,2020,Grand Cherokee,Laredo E,SUV
341,Jeep,2020,Renegade,Latitude,CUV
342,Jeep,2020,Renegade,Trailhawk,CUV
343,Jeep,2020,Wrangler,Sport,SUV
344,Jeep,2020,Wrangler,Rubicon,SUV
345,Jeep,2020,Wrangler Unlimited,Sahara,SUV
346,Jeep,2020,Wrangler Unlimited,Rubicon,SUV
347,Karma,2020,Revero GT,Luxury,Sedan
348,Kia,2020,Forte,GT-Line,Sedan
349,Kia,2020,Forte,EX,Sedan
350,Porsche,2020,718 Boxster,S,Roadster
351,Porsche,2020,718 Boxster,NULL,Roadster
352,Porsche,2020,718 Cayman,S,Coupe
353,Porsche,2020,718 Cayman,GT4,Coupe
354,Porsche,2020,718 Spyder,NULL,Roadster
355,Porsche,2020,911,Carrera 4S,Convertible
356,Porsche,2020,911,Carrera S,Coupe
357,Porsche,2020,Cayenne,S,SUV
358,Porsche,2020,Cayenne,NULL,SUV
359,Porsche,2020,Cayenne Coupe,NULL,SUV
360,Porsche,2020,Cayenne Coupe,Turbo,SUV
361,Porsche,2020,Cayenne Hybrid,E-Hybrid,SUV
362,Porsche,2020,Macan,S,SUV
363,Porsche,2020,Macan,NULL,SUV
364,Porsche,2020,Panamera,GTS,Hatchback
365,Porsche,2020,Panamera,4S Executive,Hatchback
366,Porsche,2020,Panamera,NULL,Hatchback
367,Porsche,2020,Panamera,4 E-Hybrid,Hatchback
368,Porsche,2020,Taycan,Turbo,Sedan
369,Porsche,2020,Taycan,Turbo S,Sedan
370,RAM,2020,1500,Laramie,Crew Cab Pickup
371,RAM,2020,1500,Tradesman,Ext. Cab Pickup
372,RAM,2020,1500,Big Horn / Lone Star,Ext. Cab Pickup
373,RAM,2020,1500,Big Horn / Lone Star,Crew Cab Pickup
374,RAM,2020,1500,Rebel,Crew Cab Pickup
375,RAM,2020,1500 Classic,Express,Ext. Cab Pickup
376,RAM,2020,1500 Classic,Tradesman,Regular Cab Pickup
377,RAM,2020,1500 Classic,Warlock,Crew Cab Pickup
378,RAM,2020,2500,Tradesman,Regular Cab Pickup
379,RAM,2020,2500,Power Wagon,Crew Cab Pickup
380,RAM,2020,2500,Laramie Longhorn,Mega Cab Pickup
381,RAM,2020,3500,Tradesman,Crew Cab Pickup
382,RAM,2020,3500,Tradesman,Regular Cab Pickup
383,RAM,2020,3500,Big Horn,Crew Cab Pickup
384,RAM,2020,3500,Big Horn,Mega Cab Pickup
385,RAM,2020,3500,Tradesman,Regular Cab Pickup
386,RAM,2020,ProMaster 2500 Cargo,Cargo High Roof 159WB,Cargo Van
387,RAM,2020,ProMaster 3500 Cargo,High Roof 159WB,Cargo Van
388,RAM,2020,Promaster City,Cargo Tradesman,Cargo Van
389,RAM,2020,Promaster City,Wagon SLT,Passenger Van
390,Subaru,2020,Ascent,Limited 8- Passenger,SUV
391,Subaru,2020,Ascent,Limited 7-Passenger,SUV
392,Subaru,2020,Ascent,Premium 8- Passenger,SUV
393,Subaru,2020,Ascent,Premium 7- Passenger,SUV
394,Subaru,2020,Ascent,8- Passenger,SUV
395,Subaru,2020,Ascent,Touring 7- Passenger,SUV
396,Subaru,2020,Ascent,8- Passenger,SUV
397,Subaru,2020,BRZ,Limited,Coupe
398,Subaru,2020,Crosstrek,2.0i,CUV
399,Subaru,2020,Crosstrek,2.0i Premium,CUV
400,Honda,2020,CR-V,Touring,CUV
401,Honda,2020,CR-V,EX,CUV
402,Honda,2020,CR-V Hybrid,Touring,CUV
403,Honda,2020,Fit,LX,Hatchback
404,Honda,2020,Fit,EX-L,Hatchback
405,Honda,2020,Fit,EX,Hatchback
406,Honda,2020,HR-V,Sport,CUV
407,Honda,2020,HR-V,EX-L,CUV
408,Honda,2020,HR-V,LX,CUV
409,Honda,2020,Insight,EX,Sedan
410,Honda,2020,Insight,Touring,Sedan
411,Honda,2020,Odyssey,Touring,Minivan
412,Honda,2020,Odyssey,LX,Minivan
413,Honda,2020,Odyssey,EX,Minivan
414,Honda,2020,Odyssey,Elite,Minivan
415,Honda,2020,Passport,Elite,SUV
416,Honda,2020,Passport,Touring,SUV
417,Honda,2020,Passport,EX-L,SUV
418,Honda,2020,Passport,Sport,SUV
419,Honda,2020,Pilot,Touring,SUV
420,Honda,2020,Pilot,LX,SUV
421,Honda,2020,Pilot,EX-L,SUV
422,Honda,2020,Pilot,Elite,SUV
423,Honda,2020,Ridgeline,Sport,Crew Cab Pickup
424,Honda,2020,Ridgeline,RTL,Crew Cab Pickup
425,Hyundai,2020,3.3T Sport RWD,SE,CUV
426,Hyundai,2020,Accent,SEL,Sedan
427,Hyundai,2020,Accent,Limited,Sedan
428,Hyundai,2020,Elantra,Limited,Sedan
429,Hyundai,2020,Elantra,Value Edition,Sedan
430,Hyundai,2020,Elantra,SEL,Sedan
431,Hyundai,2020,Elantra GT,NULL,Hatchback
432,Hyundai,2020,Elantra GT,N Line,Hatchback
433,Hyundai,2020,Ioniq Electric,SE,Hatchback
434,Hyundai,2020,Ioniq Hybrid,Limited,Hatchback
435,Hyundai,2020,Ioniq Plug-in Hybrid,SEL,Hatchback
436,Hyundai,2020,Kona,Ultimate,CUV
437,Hyundai,2020,Kona,SEL,CUV
438,Hyundai,2020,Kona Electric,Ultimate,CUV
439,Hyundai,2020,Kona EV,Limited,CUV
440,Hyundai,2020,NEXO,Limited,CUV
441,Hyundai,2020,Palisade,Limited,SUV
442,Hyundai,2020,Palisade,SEL,SUV
443,Hyundai,2020,Santa Fe,SE,CUV
444,Hyundai,2020,Santa Fe,Limited 2.0T,CUV
445,Hyundai,2020,Sonata,Limited,Sedan
446,Hyundai,2020,Sonata,SEL,Sedan
447,Hyundai,2020,Sonata Hybrid,Limited,Sedan
448,Hyundai,2020,Tucson,Sport,CUV
449,Hyundai,2020,Tucson,Value,CUV
450,Volkswagen,2020,Atlas,SE w/ Technology R-Line,SUV
451,Volkswagen,2020,Atlas,SE,SUV
452,Volkswagen,2020,Atlas Cross Sport,SE,SUV
453,Volkswagen,2020,Atlas Cross Sport,SEL,SUV
454,Volkswagen,2020,Golf,1.4T TSI,Hatchback
455,Volkswagen,2020,Golf GTI,2.0T S,Hatchback
456,Volkswagen,2020,Jetta,1.4T SE,Sedan
457,Volkswagen,2020,Jetta,1.4T R-Line,Sedan
458,Volkswagen,2020,Jetta,SEL Premium,Sedan
459,Volkswagen,2020,Jetta GLI,Autobahn,Sedan
460,Volkswagen,2020,Jetta GLI,S,Sedan
461,Volkswagen,2020,Passat,R-Line,Sedan
462,Volkswagen,2020,Passat,SE,Sedan
463,Volkswagen,2020,Tiguan,SE,CUV
464,Volkswagen,2020,Tiguan,SEL Premium R-Line,CUV
465,Volvo,2020,S60,T5 R-Design,Sedan
466,Volvo,2020,S60,T5 Inscription,Sedan
467,Volvo,2020,S60,T8 R-Design eAWD Plug-in Hybrid,Sedan
468,Volvo,2020,S90,T6 Inscription,Sedan
469,Volvo,2020,S90,T6 R-Design,Sedan
470,Volvo,2020,S90,T8 Inscription eAWD Plug-in Hybrid,Sedan
471,Volvo,2020,V60,T5 Momentum,Wagon
472,Volvo,2020,V60,T5 Inscription,Wagon
473,Volvo,2020,V60 Cross Country,T5 AWD,Wagon
474,Volvo,2020,V90,T5 Inscription,Wagon
475,Volvo,2020,V90 Cross Country,T6 AWD,Wagon
476,Volvo,2020,XC40,T4 Inscription,CUV
477,Volvo,2020,XC40,T5 AWD R-Design,CUV
478,Volvo,2020,XC60,T8 Inscription eAWD Plug-in Hybrid,CUV
479,Volvo,2020,XC60,T6 Inscription,CUV
480,Volvo,2020,XC90,T5 Momentum,SUV
481,Volvo,2020,XC90,T6 AWD R-Design,SUV
482,Acura,2021,RDX,NULL,CUV
483,Acura,2021,RDX,A-Spec Package,CUV
484,Acura,2021,TLX,NULL,Sedan
485,Audi,2021,A4 allroad,Premium 45 TFSI,Wagon
486,Audi,2021,A7,Prestige 55 TFSI,Sedan
487,Audi,2021,e-tron,Premium Plus,CUV
488,Audi,2021,Q3,Premium Plus S line 45 TFSI,CUV
489,Audi,2021,Q5,Premium 45 TFSI,SUV
490,Audi,2021,Q7,Premium Plus 55 TFSI,SUV
491,Audi,2021,Q7,Premium 55 TFSI,SUV
492,Audi,2021,Q8,Prestige 55 TFSI,SUV
493,Audi,2021,Q8,Premium Plus 55 TFSI,SUV
494,Audi,2021,S6,Premium Plus,Sedan
495,Audi,2021,S7,Premium Plus,Sedan
496,Audi,2021,SQ7,Prestige,SUV
497,BMW,2021,2-series,M235i xDrive Gran Coupe,Sedan
498,BMW,2021,2-series,228i xDrive Gran Coupe,Sedan
499,BMW,2021,2-series,230i,Convertible
500,Kia,2020,K900,Luxury,Sedan
501,Kia,2020,Niro,LX,CUV
502,Kia,2020,Niro EV,EX,CUV
503,Kia,2020,Niro Plug-In Hybrid,EX Premium,CUV
504,Kia,2020,Optima,S,Sedan
505,Kia,2020,Optima,EX Premium,Sedan
506,Kia,2020,Optima Hybrid,EX,Sedan
507,Kia,2020,Optima Plug-in Hybrid,EX,Sedan
508,Kia,2020,Rio,S,Sedan
509,Kia,2020,Rio 5-door,S,Hatchback
510,Kia,2020,Sedona,LX,Minivan
